timestamp,node_id,node_tier,crack_detected,crack_opening_mm,crack_opening_change_mm,crack_growth_rate_mm_per_time
2026-01-01 00:00:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 00:00:00,N_CRACK_02,Crack,0,0.0017,0.0,0.0
2026-01-01 00:00:00,N_CRACK_03,Crack,0,0.0044,0.0,0.0
2026-01-01 00:00:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 00:00:00,N_CRACK_05,Crack,0,0.0054,0.0,0.0
2026-01-01 00:00:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 00:10:00,N_CRACK_01,Crack,0,0.0052,0.0,0.0
2026-01-01 00:10:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 00:10:00,N_CRACK_03,Crack,0,0.0056,0.0,0.0
2026-01-01 00:10:00,N_CRACK_04,Crack,0,0.0038,0.0,0.0
2026-01-01 00:10:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 00:10:00,N_CRACK_06,Crack,0,0.0075,0.0,0.0
2026-01-01 00:20:00,N_CRACK_01,Crack,0,0.0033,0.0,0.0
2026-01-01 00:20:00,N_CRACK_02,Crack,0,0.0007,0.0,0.0
2026-01-01 00:20:00,N_CRACK_03,Crack,0,0.0036,0.0,0.0
2026-01-01 00:20:00,N_CRACK_04,Crack,0,0.0006,0.0,0.0
2026-01-01 00:20:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 00:20:00,N_CRACK_06,Crack,0,0.0008,0.0,0.0
2026-01-01 00:30:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 00:30:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 00:30:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 00:30:00,N_CRACK_04,Crack,0,0.0006,0.0,0.0
2026-01-01 00:30:00,N_CRACK_05,Crack,0,0.0036,0.0,0.0
2026-01-01 00:30:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_CRACK_04,Crack,0,0.0032,0.0,0.0
2026-01-01 00:40:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_CRACK_06,Crack,0,0.0063,0.0,0.0
2026-01-01 00:50:00,N_CRACK_01,Crack,0,0.0008,0.0,0.0
2026-01-01 00:50:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_CRACK_03,Crack,0,0.0002,0.0,0.0
2026-01-01 00:50:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_CRACK_01,Crack,0,0.001,0.0,0.0
2026-01-01 01:00:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_CRACK_06,Crack,0,0.0002,0.0,0.0
2026-01-01 01:10:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 01:10:00,N_CRACK_02,Crack,0,0.0027,0.0,0.0
2026-01-01 01:10:00,N_CRACK_03,Crack,0,0.0061,0.0,0.0
2026-01-01 01:10:00,N_CRACK_04,Crack,0,0.001,0.0,0.0
2026-01-01 01:10:00,N_CRACK_05,Crack,0,0.0003,0.0,0.0
2026-01-01 01:10:00,N_CRACK_06,Crack,0,0.0002,0.0,0.0
2026-01-01 01:20:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 01:20:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 01:20:00,N_CRACK_03,Crack,0,0.0022,0.0,0.0
2026-01-01 01:20:00,N_CRACK_04,Crack,0,0.0002,0.0,0.0
2026-01-01 01:20:00,N_CRACK_05,Crack,0,0.0045,0.0,0.0
2026-01-01 01:20:00,N_CRACK_06,Crack,0,0.0002,0.0,0.0
2026-01-01 01:30:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_CRACK_02,Crack,0,0.0022,0.0,0.0
2026-01-01 01:30:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_CRACK_05,Crack,0,0.0035,0.0,0.0
2026-01-01 01:30:00,N_CRACK_06,Crack,0,0.0009,0.0,0.0
2026-01-01 01:40:00,N_CRACK_01,Crack,0,0.0002,0.0,0.0
2026-01-01 01:40:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 01:40:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 01:40:00,N_CRACK_04,Crack,0,0.0028,0.0,0.0
2026-01-01 01:40:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 01:40:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_CRACK_02,Crack,0,0.0075,0.0,0.0
2026-01-01 01:50:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_CRACK_04,Crack,0,0.0045,0.0,0.0
2026-01-01 01:50:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_CRACK_01,Crack,0,0.0046,0.0,0.0
2026-01-01 02:00:00,N_CRACK_02,Crack,0,0.0011,0.0,0.0
2026-01-01 02:00:00,N_CRACK_03,Crack,0,0.0042,0.0,0.0
2026-01-01 02:00:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_CRACK_05,Crack,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_CRACK_06,Crack,0,0.002,0.0,0.0
2026-01-01 02:10:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_CRACK_02,Crack,0,0.0009,0.0,0.0
2026-01-01 02:10:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_CRACK_05,Crack,0,0.0017,0.0,0.0
2026-01-01 02:10:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_CRACK_05,Crack,0,0.0016,0.0,0.0
2026-01-01 02:20:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_CRACK_02,Crack,0,0.0042,0.0,0.0
2026-01-01 02:30:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_CRACK_05,Crack,0,0.0045,0.0,0.0
2026-01-01 02:30:00,N_CRACK_06,Crack,0,0.0058,0.0,0.0
2026-01-01 02:40:00,N_CRACK_01,Crack,0,0.0004,0.0,0.0
2026-01-01 02:40:00,N_CRACK_02,Crack,0,0.0001,0.0,0.0
2026-01-01 02:40:00,N_CRACK_03,Crack,0,0.0033,0.0,0.0
2026-01-01 02:40:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:40:00,N_CRACK_05,Crack,0,0.0012,0.0,0.0
2026-01-01 02:40:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_CRACK_01,Crack,0,0.0005,0.0,0.0
2026-01-01 02:50:00,N_CRACK_02,Crack,0,0.0003,0.0,0.0
2026-01-01 02:50:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_CRACK_04,Crack,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_CRACK_05,Crack,0,0.0019,0.0,0.0
2026-01-01 02:50:00,N_CRACK_06,Crack,0,0.0026,0.0,0.0
2026-01-01 03:00:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 03:00:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 03:00:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 03:00:00,N_CRACK_04,Crack,0,0.0015,0.0,0.0
2026-01-01 03:00:00,N_CRACK_05,Crack,0,0.0041,0.0,0.0
2026-01-01 03:00:00,N_CRACK_06,Crack,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_CRACK_01,Crack,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_CRACK_02,Crack,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_CRACK_04,Crack,0,0.001,0.0,0.0
2026-01-01 03:10:00,N_CRACK_05,Crack,0,0.0012,0.0,0.0
2026-01-01 03:10:00,N_CRACK_06,Crack,0,0.0058,0.0,0.0
2026-01-01 03:20:00,N_CRACK_01,Crack,0,0.0023,0.0,0.0
2026-01-01 03:20:00,N_CRACK_02,Crack,0,0.0008,0.0,0.0
2026-01-01 03:20:00,N_CRACK_03,Crack,0,0.0,0.0,0.0
2026-01-01 03:20:00,N_CRACK_04,Crack,0,0.0005,0.0,0.0
2026-01-01 03:20:00,N_CRACK_05,Crack,0,0.0006,0.0,0.0
